genres,release_date,discount_price,price,item_id,developer
"['Casual', 'Simulation']",2015-11-10,0.0,4.99,359790,weltenbauer. Software Entwicklung GmbH
"['Casual', 'Simulation']",2015-11-10,0.0,2.99,390386,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-11-10,0.0,2.99,390385,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-11-10,0.0,2.99,390387,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie']",2015-11-12,0.0,4.99,341980,CivilSavages
"['Casual', 'Simulation']",2015-11-10,0.0,9.99,390388,Ubisoft - San Francisco
"['Hardware', 'Steam Machine', 'Simulation', 'Difficult', 'Atmospheric', 'Mod', 'Great Soundtrack', 'Puzzle', 'Local Co-Op', 'Psychedelic']",2015-11-10,0.0,49.99,353380,
"['Indie', 'Simulation', 'Strategy']",2015-11-11,0.0,6.99,414310,"Arcen Games, LLC"
"['Casual', 'Indie', 'Strategy']",2015-11-11,0.0,9.99,412520,CP Decision
"['Action', 'Adventure', 'Indie']",2015-11-11,0.0,9.99,292500,Studio Pixel
"['Adventure', 'Indie']",2015-11-11,0.0,0.99,410050,Dylan Wentz
"['Design & Illustration', 'Tutorial']",2015-11-12,0.0,19.99,413910,
"['Design & Illustration', 'Tutorial']",2015-11-12,0.0,5.99,413920,
"['Gaming', 'Free to Play', 'Documentary', 'Episodic', 'MOBA', 'Multiplayer', 'Competitive', 'Action', 'Adventure', 'Movie', 'Casual', 'Family Friendly', 'Strategy']",2015-11-12,0.0,0.0,411180,
"['Action', 'Indie']",2015-11-12,0.0,4.99,368690,Zed-ex
"['Adventure', 'Casual']",2015-11-12,0.0,1.99,416370,phime studio LLC
"['Action', 'Adventure', 'Casual', 'Indie']",2015-11-13,0.0,4.99,412370,RisingHigh
"['Indie', 'RPG', 'Strategy']",2015-11-13,0.0,3.99,407451,Dreadbit
"['Casual', 'Indie']",2015-11-13,0.0,1.99,414060,Mighty Fox Studio
"['Action', 'Adventure', 'Indie']",2015-11-13,0.0,4.99,414580,Rail Slave Games
"['Indie', 'RPG', 'Strategy']",2015-11-13,0.0,3.99,407450,Dreadbit
"['Action', 'Indie', 'Simulation', 'Strategy']",2015-11-13,0.0,1.99,412900,GameArt Studio GmbH
"['Action', 'Indie', 'Racing']",2015-11-16,0.0,2.99,417080,Reminisce
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",2015-11-16,0.0,19.99,402970,Lost Astronaut Studios
"['Action', 'Indie']",2015-11-16,0.0,9.99,393610,Skunkape Interactive
"['Casual', 'Indie', 'Strategy']",2015-11-16,0.0,4.99,356100,radiostatic
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015-11-17,6.29,29.99,407800,Light Vision Interactive
"['Free to Play', 'Massively Multiplayer', 'Strategy']",2015-11-17,3.14,14.99,410450,Light Vision Interactive
['Simulation'],2015-11-17,0.0,19.99,379554,Test Pilot
['Action'],2015-11-17,0.0,6.99,390870,Triverske
"['Indie', 'Strategy']",2015-11-17,0.0,5.99,386350,The Secret Games Company
"['Action', 'Indie', 'RPG', 'Simulation']",2015-11-17,0.0,39.99,290080,Bitbox Ltd.
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-11-17,0.0,8.99,411680,Rhizome Games™
"['Action', 'Indie']",2015-11-17,0.0,0.99,366122,JoyMasher
"['Action', 'Indie']",2015-11-17,0.0,0.99,366120,JoyMasher
"['Action', 'Indie']",2015-11-17,0.0,0.99,366121,JoyMasher
"['Casual', 'Simulation']",2015-11-17,0.0,5.99,390389,Ubisoft - San Francisco
"['Action', 'Indie']",2015-11-18,0.0,,391130,nuGAME
"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",2015-11-18,0.0,,418110,ISOTX
['Adventure'],2006-03-16,0.0,9.99,410120,Private Moon Studios
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-11-18,0.0,9.99,419040,CreativeForge Games
"['Free to Play', 'Strategy']",2015-11-19,0.0,5.99,420320,Ankama Studio
"['RPG', 'Strategy']",2015-11-19,0.0,0.0,415720,AMPLITUDE Studios
['Adventure'],2008-02-22,0.0,9.99,410130,Private Moon Studios
"['RPG', 'Strategy']",2015-11-19,0.0,1.99,415710,AMPLITUDE Studios
"['RPG', 'Strategy']",2015-11-19,0.0,39.99,276810,Rogue Factor
"['RPG', 'Strategy']",2015-11-19,0.0,2.99,415700,AMPLITUDE Studios
"['Indie', 'RPG', 'Strategy']",2015-11-19,0.0,4.99,420731,"SmiteWorks USA, LLC"
['Indie'],2015-11-19,0.0,0.99,421200,VisualTech48
"['Indie', 'RPG']",2015-11-19,0.0,5.99,385190,"White Guardian Studios, LLC"
"['Casual', 'Indie', 'Simulation']",2015-11-19,0.0,6.99,416630,Sapphire Dragon Productions
"['Simulation', 'Sports', 'Strategy']",2015-11-19,0.0,19.99,407190,Big Blaze
"['Indie', 'RPG', 'Strategy']",2015-11-19,0.0,4.99,420730,"SmiteWorks USA, LLC"
"['Action', 'Indie']",2015-11-20,0.0,6.99,347470,Sileni Studios
"['Action', 'Adventure', 'Indie', 'Early Access']",2015-11-20,0.0,4.99,405010,varlamov5264
"['Adventure', 'Early Access']",2015-11-20,0.0,9.99,416260,Finalspark Gamestudios
['Strategy'],2009-04-02,0.0,0.99,361890,Ulysses Games
"['Action', 'Adventure', 'Casual', 'Indie']",2015-11-20,0.0,7.99,402980,MetalBear
"['Indie', 'RPG']",2015-11-23,0.0,14.99,378030,Randomnine Ltd
"['Adventure', 'Indie', 'Early Access']",2015-11-23,0.0,9.99,413490,Loudpak Studios
"['Indie', 'Simulation']",2014-09-01,0.0,24.99,321060,Transcendent Games
"['Free to Play', 'Massively Multiplayer']",2015-11-23,0.0,,411410,N2Games
"['Free to Play', 'Massively Multiplayer']",2015-11-23,0.0,,413000,N2Games
"['Free to Play', 'Massively Multiplayer']",2015-11-23,0.0,,413001,N2Games
['Strategy'],2015-06-11,0.0,3.99,378420,FrameLineNetwork
"['Adventure', 'Indie']",2015-11-23,0.0,4.99,400780,"Oddworld Inhabitants, Inc."
"['Action', 'Indie', 'RPG']",2015-11-23,0.0,4.99,415030,Stately Snail
"['Adventure', 'Indie']",2015-11-23,0.0,4.99,391880,"Oddworld Inhabitants, Inc."
"['Adventure', 'Indie']",2015-11-23,0.0,2.99,396520,Frima Studio
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2015-11-24,0.0,12.99,421760,Fishing Planet LLC
"['Casual', 'Indie']",2015-11-24,0.0,5.99,411070,Moving Pixel Games
"['Action', 'Adventure', 'RPG']",2015-11-24,0.0,9.99,387010,Kingdom Games
['Software Training'],2015-11-10,0.0,14.99,418290,Individual Software
"['Action', 'Adventure', 'Indie', 'Strategy']",2015-11-24,0.0,9.99,396930,Overcurfew
"['Action', 'Adventure', 'Indie', 'Strategy']",2015-11-24,0.0,6.99,422280,Overcurfew
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2015-11-24,0.0,14.99,381750,devotid
['Action'],2015-11-24,0.0,14.99,407380,G.rev Ltd.
"['Adventure', 'Indie']",2015-11-24,0.0,3.99,395460,Harvester Games
['Action'],2015-11-27,0.0,49.99,348710,DIMPS
['Indie'],2015-11-25,0.0,1.99,415850,Arai Koh Create Office
"['Simulation', 'Indie', 'Action', 'Arcade', 'Platformer', 'Retro']",,0.0,1.99,384990,
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015-11-26,0.0,2.99,342600,VooFoo Studios Ltd
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-11-24,0.0,12.99,417190,Aratog LLC
"['Racing', 'Simulation', 'Sports']",2015-11-30,0.0,24.99,348820,SoftPlanet
"['Action', 'Adventure']",2015-11-30,0.0,24.99,401850,Avalanche Studios
"['Action', 'Adventure']",2015-11-30,0.0,49.99,225540,Avalanche Studios
"['Adventure', 'Indie', 'Simulation']",2015-12-01,0.0,9.99,414720,Jace Masula
"['Action', 'Indie']",2015-11-26,0.0,4.99,364710,Carlotta Tatti
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015-11-30,0.0,4.99,417350,T-Rex Games
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2013-04-24,0.0,4.99,416920,Pocketwatch Games
"['Action', 'Indie']",2015-11-30,0.0,2.99,411110,Ink Stains Games
"['Action', 'Indie']",2014-12-12,0.0,,422170,Wickworks
"['Casual', 'Simulation']",2015-12-01,0.0,2.99,390396,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-01,0.0,2.99,390397,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-01,0.0,2.99,390398,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-01,0.0,7.99,390399,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-01,0.0,2.99,390400,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-01,0.0,2.99,390401,Ubisoft - San Francisco
"['Simulation', 'Sports']",2015-12-01,0.0,19.99,301120,Sports Interactive
"['Indie', 'Simulation', 'Strategy']",2015-12-02,0.0,19.99,351910,Funatics Software
"['Indie', 'Simulation', 'Strategy']",2015-12-02,0.0,29.99,394340,Funatics Software
"['Action', 'Indie']",2015-12-02,0.0,4.99,424950,Pixeljam
"['Indie', 'RPG', 'Simulation']",2015-12-02,0.0,5.99,416220,Jemy
"['Design & Illustration', 'Animation & Modeling', 'Tutorial']",2015-12-02,0.0,14.99,419550,
"['Design & Illustration', 'Animation & Modeling', 'Tutorial']",2015-12-02,0.0,9.99,419610,
"['Tutorial', 'Design & Illustration', 'Animation & Modeling']",2015-12-02,0.0,14.99,419620,
"['Adventure', 'Casual', 'Indie']",2015-12-03,0.0,7.99,405950,Rockodile
"['Indie', 'RPG', 'Early Access']",2015-12-03,0.0,3.99,412860,
"['Free to Play', 'Indie', 'RPG', 'Strategy']",2015-12-03,0.0,0.0,344190,Tactic Studios Inc.
['Simulation'],2015-12-03,0.0,19.99,379564,Dovetail Games
"['Tutorial', 'Design & Illustration', 'Animation & Modeling']",2015-12-02,0.0,9.99,419640,
['Strategy'],2015-12-03,0.0,3.99,260291,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Strategy'],2015-12-03,0.0,3.99,260293,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
['Strategy'],2015-12-03,0.0,3.99,260292,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure', 'RPG']",2015-12-02,0.0,4.99,425100,Varia Games
"['Casual', 'Indie']",2015-12-02,0.0,4.99,424800,White Clover Worlds
"['Action', 'Casual', 'Indie']",2015-12-03,0.0,6.99,417770,Terminal Press
['Action'],2015-12-03,0.0,49.99,377870,Pyramid
"['Action', 'Adventure', 'Simulation', 'Early Access']",2015-12-03,0.0,24.99,393420,Bankroll Studios
"['Adventure', 'Indie']",2015-12-03,0.0,2.99,415431,Kidalang
"['Adventure', 'Indie']",2015-12-03,0.0,0.0,415430,Kidalang
"['Racing', 'Simulation', 'Sports']",2015-12-04,0.0,14.99,374810,Milestone S.r.l.
"['Action', 'Casual', 'Indie']",2015-12-01,0.0,3.99,412980,Threaks
"['Action', 'Indie', 'Simulation']",2015-12-04,0.0,,319830,Alex Piola
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-12-04,0.0,4.99,420270,Mozg Labs
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015-12-04,0.0,2.99,424870,Warfare Studios
"['Casual', 'Indie']",2015-12-04,0.0,0.99,411560,Lazy Monday Games
"['Adventure', 'Indie', 'RPG', 'Simulation']",2015-12-04,0.0,1.99,425130,John Wizard
['Action'],2015-12-07,0.0,2.99,395235,Arrowhead Game Studio
['Action'],2015-12-07,0.0,2.99,395236,Arrowhead Game Studios
['Action'],2015-12-07,0.0,2.99,395237,Arrowhead Game Studios
['Action'],2015-12-07,0.0,2.99,395238,Arrowhead Game Studios
['Action'],2015-12-07,0.0,2.99,396170,Arrowhead Game Studios
['Action'],2015-12-07,0.0,2.99,396172,Arrowhead Game Studios
['Action'],2015-12-07,0.0,2.99,396173,Arrowhead Game Studios
"['Indie', 'RPG', 'Simulation']",2015-12-07,0.0,16.99,328220,Quickfire Games
['Action'],2015-12-07,0.0,2.99,396171,Arrowhead Game Studios
['Action'],2015-12-07,0.0,3.99,395239,Arrowhead Game Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016-01-15,0.0,9.99,418430,Miolhr SM
"['Indie', 'RPG', 'Strategy']",2015-12-07,0.0,29.99,422580,"SmiteWorks USA, LLC"
"['Action', 'Indie']",2015-12-07,0.0,0.0,416900,VoidDev
"['Action', 'Indie']",2015-12-08,0.0,9.99,424210,Tochas Studios
['Indie'],2015-12-09,0.0,0.99,425500,LeeTingChou
"['Action', 'Adventure', 'Indie', 'RPG']",2003-09-01,0.0,1.99,349100,Instant Kingdom
"['Action', 'Indie']",2015-12-08,0.0,4.99,424240,Tochas Studios
"['Adventure', 'Indie']",2015-12-09,0.0,6.99,408770,Dharker Studio
"['Animation &amp; Modeling', 'Video Production']",2015-12-09,0.0,3.99,420680,Holotech Studios
"['Indie', 'Strategy']",2015-12-09,0.0,3.99,420030,Stardock Entertainment
['Action'],2015-12-09,0.0,0.99,419965,Arc System Works
['Action'],2015-12-09,0.0,29.99,376300,Arc System Works
['Action'],2015-12-09,0.0,0.99,419964,Arc System Works
['Action'],2015-12-09,0.0,0.99,419963,Arc System Works
['Action'],2015-12-09,0.0,0.99,419961,Arc System Works
['Strategy'],2015-12-10,0.0,14.99,343464,Creative Assembly
['Action'],2015-12-09,0.0,0.99,419949,Arc System Works
['Action'],2015-12-09,0.0,0.99,419475,Arc System Works
['Action'],2015-12-09,0.0,0.99,419962,Arc System Works
['Action'],2015-12-09,0.0,0.99,419474,Arc System Works
['Action'],2015-12-09,0.0,0.99,419473,Arc System Works
['Action'],2015-12-09,0.0,0.99,419960,Arc System Works
['Action'],2015-12-09,0.0,0.99,419938,Arc System Works
['Action'],2015-12-09,0.0,0.99,419937,Arc System Works
['Action'],2015-12-09,0.0,0.99,419934,Arc System Works
['Action'],2015-12-09,0.0,0.99,419932,Arc System Works
"['Indie', 'Strategy']",2015-12-10,0.0,3.99,409060,"Strides Interactive,Jeremy Lee"
"['Horror', 'Survival Horror', 'Indie', 'Action', 'Adventure', 'Strategy', 'Simulation', 'Psychological Horror', 'VR', 'First-Person', 'Singleplayer', 'Memes', 'Funny', 'Walking Simulator', 'Difficult', 'Co-op', 'Female Protagonist']",,0.0,4.99,416590,
"['Action', 'Adventure', 'Indie']",2015-12-10,0.0,13.99,390210,Rainy Night Creations
['Casual'],2015-12-10,0.0,14.99,316750,Ubisoft - San Francisco
"['Indie', 'Simulation']",2015-12-10,0.0,0.0,420340,Quality Simulations
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",2015-12-10,0.0,0.0,342200,Piranha Games Inc.
"['Free to Play', 'Strategy']",2015-12-10,0.0,5.99,420322,Ankama Studio
"['Indie', 'Simulation']",2015-12-10,0.0,14.99,299090,Locked Door Puzzle
['Simulation'],2015-12-10,0.0,0.0,418140,ARTDINK
"['Action', 'Casual', 'Indie']",2015-12-10,0.0,4.99,425860,Wizbyte Games
"['RPG', 'Strategy']",2015-12-10,0.0,3.99,424060,Brainwashing games
"['Action', 'Adventure', 'Indie']",2015-12-10,0.0,3.99,399070,Brainbox Software
"['Action', 'Adventure', 'Indie']",2015-12-10,0.0,1.99,425710,Brainbox Software
"['Action', 'Indie']",2015-12-10,0.0,0.0,427020,Exordium Games
"['Adventure', 'Casual']",2015-12-11,0.0,5.99,409600,AZ-Art Development Studio
"['Action', 'Indie', 'Strategy']",2015-12-11,0.0,4.99,340640,Great War Team
['Simulation'],2015-12-11,0.0,19.99,325990,Dovetail Games
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015-12-11,0.0,2.99,421810,RosePortal Games
"['Adventure', 'Casual', 'Indie']",2015-12-14,0.0,,427090,Prologue Games
"['Movie', 'Retro', '1980s']",2015-12-11,0.0,4.99,422540,
['Strategy'],2015-12-14,0.0,2.99,404190,
"['Action', 'Indie', 'Simulation', 'Strategy']",2015-12-14,0.0,8.99,407100,BlewScreen
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015-10-13,0.0,3.0,407420,Antonio Renna
"['Action', 'Adventure']",2015-12-15,0.0,9.99,414651,Paradox Arctic
"['Adventure', 'Indie']",2015-12-15,0.0,9.99,377080,"Mediatonic,The Irregular Corporation"
"['Action', 'Indie']",2015-12-15,0.0,0.99,420810,John Szymanski
"['Animation &amp; Modeling', 'Video Production']",2015-12-15,0.0,4.99,420821,Holotech Studios
"['Indie', 'Racing', 'Simulation', 'Sports']",2015-12-15,0.0,7.99,423630,Kunos Simulazioni
['Adventure'],2015-12-15,0.0,9.99,360270,The Odd Gentlemen
"['Action', 'Adventure', 'Indie']",2015-12-15,0.0,9.99,372250,Long Division LLC
"['Casual', 'Indie', 'Strategy']",2015-12-15,0.0,3.99,415910,Gigatross Games
"['Action', 'Adventure', 'Indie', 'Simulation']",2015-12-15,0.0,2.99,398020,Logic tree
"['Action', 'Adventure']",2015-12-15,0.0,3.99,426730,Treyarch
"['Action', 'Indie']",2015-12-15,0.0,0.99,416550,John Szymanski
"['Casual', 'Indie', 'Strategy']",2015-12-15,0.0,,424220,Gigatross Games
"['Casual', 'Simulation']",2015-12-15,0.0,2.99,390407,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-15,0.0,2.99,390408,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-15,0.0,11.99,390411,Ubisoft - San Francisco
"['Action', 'Adventure']",1993-01-01,0.0,4.99,426630,Accolade
"['Casual', 'Simulation']",2015-12-15,0.0,2.99,390409,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2015-12-15,0.0,19.99,344760,Code}{atch
['Simulation'],2015-12-16,0.0,19.99,379568,Aeroplane Heaven
"['Adventure', 'Indie', 'Early Access']",2015-12-16,0.0,4.99,421110,Diios
['Action'],2015-12-16,0.0,0.0,377560,Ubisoft Montreal
"['Action', 'Adventure', 'Indie']",2015-12-16,0.0,4.99,375520,TERNOX
['RPG'],2015-12-16,0.0,15.99,382900,Square Enix
"['Action', 'Indie', 'Sports']",2015-12-16,0.0,15.0,388260,Tipping Goat LLC
"['Adventure', 'Indie', 'RPG']",2015-12-16,0.0,4.99,340320,MGP Studios
"['Action', 'Casual', 'Indie', 'Early Access']",2015-12-16,0.0,9.99,217120,Squid In A Box Ltd
"['Action', 'Indie']",2015-12-16,0.0,5.99,423853,Digital Confectioners
"['Action', 'Indie']",2015-12-16,0.0,5.99,423850,Digital Confectioners
"['Action', 'Indie']",2015-12-16,0.0,4.99,423852,Digital Confectioners
"['Action', 'Indie']",2015-12-16,0.0,5.99,418820,Digital Confectioners
"['Design &amp; Illustration', 'Web Publishing']",2015-12-16,0.0,29.99,426100,"KADOKAWA,Yoji Ojima"
"['Action', 'Indie']",2015-12-16,0.0,4.99,423851,Digital Confectioners
"['Action', 'Indie']",2015-12-16,0.0,4.99,414180,Digital Confectioners
"['Action', 'Adventure', 'Sports']",2015-12-17,0.0,19.99,326340,Arc System Works
"['Indie', 'RPG']",2015-12-18,0.0,,426340,Choice of Games
"['Indie', 'RPG']",2015-12-18,0.0,9.99,426330,Choice of Games
['Utilities'],2015-12-18,0.0,18.99,391050,Nurgo Software
"['Indie', 'Strategy']",2015-12-18,0.0,4.99,416430,Axed Game Studio
"['Action', 'Indie']",2015-12-18,0.0,,426650,Colludium Ltd
"['Audio Production', 'Education', 'Software Training', 'Video Production', 'Web Publishing']",2015-12-18,0.0,19.99,428800,Rsupport Inc.
"['Action', 'Adventure', 'Indie', 'Racing']",2015-12-18,0.0,,360250,TreeFortress Games
"['Indie', 'Early Access']",2015-12-18,0.0,6.99,413740,Wickey Ware
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015-12-18,0.0,9.99,427950,CM Softworks
"['Action', 'Adventure', 'Indie', 'Simulation']",2015-12-18,0.0,0.99,408102,ANPA.US
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015-12-18,0.0,1.99,424170,GeexGames
['Indie'],2015-12-18,0.0,1.99,426040,Perfect Square Studios
"['Action', 'Adventure', 'Indie']",2015-11-24,0.0,0.0,418280,"Cameron Baxter,Billy Jazz Hills Stickley"
"['Adventure', 'Indie']",2015-12-18,0.0,0.99,429990,Studio Wonderkey
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-12-18,0.0,0.0,360730,Red Team Games
"['Adventure', 'Indie']",2015-12-18,0.0,4.99,402000,Studio Wonderkey
"['Casual', 'Indie']",2015-12-18,0.0,4.99,410150,Fallen Tree Games Ltd
"['Action', 'Adventure', 'Indie']",2015-12-22,0.0,2.99,391100,Team Frizz
"['Action', 'Adventure']",2015-12-22,0.0,14.99,405080,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
"['Action', 'Casual', 'Indie']",2015-12-22,0.0,1.99,428760,Myrolit Studios
"['Action', 'Adventure']",2015-12-22,0.0,29.99,371020,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390412,Ubisoft - San Francisco
"['Casual', 'Indie', 'RPG']",2015-12-22,0.0,5.99,360040,Lord Bytesworth
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390414,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390415,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390413,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390417,Ubisoft - San Francisco
"['Casual', 'Simulation']",2015-12-22,0.0,13.99,390418,Ubisoft - San Francisco
"['Action', 'Adventure']",2015-12-22,0.0,9.99,401635,Rocksteady Studios
"['Action', 'Adventure']",2015-12-22,0.0,1.99,401626,Rocksteady Studios
"['Casual', 'Simulation']",2015-12-22,0.0,2.99,390416,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie']",2015-12-22,0.0,9.99,405810,Whale Nebula
"['Action', 'Adventure']",2015-12-22,0.0,1.99,405032,Rocksteady Studios
"['Action', 'Adventure', 'Casual', 'Indie']",2015-12-23,0.0,5.99,429490,Jimbob Games
"['Action', 'Adventure', 'Indie']",2015-12-23,0.0,7.99,368830,"Pixel Barrage Entertainment, Inc."
"['Action', 'Adventure', 'Indie']",2015-12-23,0.0,2.99,430940,"Pixel Barrage Entertainment, Inc."
['Simulation'],2015-12-23,0.0,4.99,426743,"KOEI TECMO GAMES CO., LTD."
['Simulation'],2015-12-23,0.0,4.99,426740,"KOEI TECMO GAMES CO., LTD."
['Simulation'],2015-12-23,0.0,2.99,426741,"KOEI TECMO GAMES CO., LTD."
['Simulation'],2015-12-23,0.0,2.99,426742,"KOEI TECMO GAMES CO., LTD."
"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2015-12-24,0.0,11.99,414770,Platoon Studios
"['Indie', 'Simulation']",2015-12-29,0.0,0.99,396890,DopplerFrog
['Casual'],2015-12-24,0.0,4.99,428510,Creobit
"['Free to Play', 'Massively Multiplayer', 'Simulation']",2015-12-25,0.0,0.0,430110,ICE Entertainment
"['Free to Play', 'Massively Multiplayer', 'Simulation']",2015-12-25,0.0,0.0,398310,ICE Entertainment
"['Casual', 'Indie', 'Strategy']",2015-12-25,0.0,2.99,396800,"Jetdogs Studios,Zoom Out Games"
"['Action', 'Indie']",2015-12-25,0.0,1.99,376230,TERNOX
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-12-28,0.0,15.99,431060,Aratog LLC
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-12-28,0.0,49.99,431050,Aratog LLC
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2015-12-28,0.0,19.99,422473,Fishing Planet LLC
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016-01-05,0.0,1.99,430080,SimProse Studios
['Simulation'],2016-01-05,0.0,0.99,432020,5Wolf
"['Adventure', 'Casual', 'Indie']",2016-01-05,0.0,4.99,432510,ebi-hime
"['Adventure', 'Casual', 'Indie']",2016-01-05,0.0,9.99,407340,ebi-hime
"['Adventure', 'Casual', 'Indie']",2016-01-05,0.0,0.0,429940,ebi-hime
